Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
1505	1	-3677.507	-3703.95	26.44346	0.0103087	0.826195	0.00611549	0.0487188	0.00147975	0.0279677	0.00539621	0.00188847	0.0345753	0.0104179	0.050593	0.00204323	0.0922204	0.00447137	0.00665809	0.00167303	0.00180635	0.0419211	0.073671	0.0021908	0.0267155	0.271378	0.196043	0.301075	0.231503	0.0949264	0.110093	0.12054	0.145392	0.149102	0.119199
1506	0	-3217.225	-3165.312	-51.91323	2.24693	0.299548	0.0584657	0.701584	0.103407	0.421656	0.0338818	0.00870784	0.380995	0.0408118	0.318474	0.0223379	0.522613	0.286959	0.890907	0.0489798	0.199368	0.0176779	2.59926	0.234974	0.375966	0.0664657	0.220514	0.147881	0.565139	0.00481781	0.0221959	0.00149862	0.00490744	0.00411917	0.000907201
1507	1	-3678.851	-3705.699	26.84817	0.00642903	0.753765	0.00638592	0.0517369	0.00398258	0.0200981	0.00899192	0.00400712	0.0257465	0.017968	0.0160371	0.00568363	0.118472	0.00738405	0.00960252	0.00265247	0.00575691	0.0478928	0.136992	0.00446996	0.0358026	0.271378	0.196043	0.301075	0.231503	0.0865855	0.110306	0.1272	0.129977	0.138151	0.0937331
1508	0	-3217.831	-3161.959	-55.87246	1.83569	0.31518	0.139274	0.561867	0.0628324	0.516426	0.0625642	0.00779126	0.31566	0.024234	0.32018	0.0153863	0.461949	0.0925196	1.82698	0.070099	0.0277633	0.0425926	2.69731	0.186401	0.633581	0.0894083	0.306693	0.164283	0.439616	0.00389449	0.0197107	0.000933391	0.00289042	0.00331032	0.000856902
1509	1	-3680.487	-3707.265	26.77855	0.00731844	0.753765	0.0156407	0.0467921	0.0021854	0.010453	0.00508729	0.00358772	0.0223613	0.0111771	0.0147028	0.00748714	0.0743496	0.0180749	0.00721351	0.00114914	0.00612991	0.0529515	0.177068	0.00227225	0.0470284	0.225916	0.179642	0.336047	0.258394	0.10652	0.131852	0.114462	0.112419	0.149255	0.0814691
1510	0	-3218.225	-3163.104	-55.12075	2.1779	0.232892	0.155228	0.374616	0.0392626	0.71903	0.0636437	0.00360703	0.198968	0.0411774	0.238368	0.0458403	0.541601	0.0325213	1.49446	0.0635252	0.0311005	0.0488903	3.02737	0.199027	0.404407	0.0813316	0.3084	0.160382	0.449886	0.00583164	0.0220576	0.00251366	0.00497037	0.00298638	0.000902541
1511	1	-3675.558	-3702.18	26.62274	0.00534194	0.921599	0.00292304	0.0604027	0.000686145	0.0209458	0.00573621	0.00166621	0.0297526	0.00566738	0.0148957	0.0160082	0.0525377	0.0183125	0.0124242	0.00440018	0.00907099	0.0304175	0.0835572	0.013792	0.0432288	0.21066	0.225774	0.299855	0.263711	0.0684325	0.109572	0.131479	0.107491	0.144692	0.0833209
1512	0	-3212.453	-3167.888	-44.56511	2.0573	0.244143	0.0628094	0.531733	0.0673856	0.334958	0.0118688	0.00274397	0.246999	0.0142925	0.344664	0.118989	0.186372	0.0471257	1.04954	0.032556	0.0232501	0.0782327	2.68553	0.166618	0.783	0.0898524	0.205316	0.222367	0.482464	0.00528689	0.0127921	0.000853067	0.00292497	0.00414482	0.00102182
1513	1	-3672.892	-3698.765	25.87342	0.00498257	0.943068	0.00602334	0.0597762	0.000491399	0.0309332	0.00421558	0.00249012	0.0312925	0.00438786	0.0175445	0.00707014	0.0947297	0.00367516	0.00964494	0.00720002	0.0241961	0.0367205	0.0881188	0.00987963	0.0384562	0.21066	0.225774	0.299855	0.263711	0.0834956	0.125001	0.106608	0.121344	0.127876	0.0840633
1514	0	-3209.811	-3156.235	-53.57567	2.33869	0.302956	0.144693	0.914384	0.112614	0.306969	0.0138824	0.0015191	0.183208	0.0748748	0.350886	0.104954	0.237855	0.164545	1.07376	0.0189753	0.101052	0.0729958	2.68553	0.116088	0.677461	0.16055	0.119284	0.278068	0.442098	0.00374175	0.0076499	0.00185609	0.0025762	0.0039317	0.000548114
1515	1	-3684.691	-3711.739	27.04774	0.00476723	0.707868	0.00781516	0.0588223	0.00219917	0.0298912	0.0154964	0.00504482	0.0128724	0.00924373	0.0213864	0.0119816	0.0647719	0.00513147	0.0105273	0.00669961	0.0108141	0.0506459	0.11879	0.0106372	0.0567039	0.238999	0.206503	0.271926	0.282571	0.0939562	0.126157	0.158001	0.112194	0.15717	0.0862641
1516	0	-3214.241	-3157.838	-56.40368	2.33995	0.286417	0.144795	0.814493	0.0557637	0.190434	0.00229222	0.000651943	0.185389	0.0944366	0.661414	0.141282	0.902003	0.142853	0.87888	0.0155594	0.0984475	0.0511217	2.76522	0.126529	0.37858	0.134865	0.163816	0.277473	0.423845	0.00468706	0.00990666	0.000849156	0.00241582	0.00632261	0.000295259
1517	1	-3685.526	-3710.472	24.94594	0.00425415	0.931131	0.00774949	0.0840638	0.0080853	0.0162359	0.0148086	0.00791632	0.0327713	0.0316549	0.0140309	0.0215696	0.10363	0.00164601	0.0183758	0.00991916	0.00992609	0.0363485	0.126899	0.0235093	0.0571495	0.193042	0.211306	0.347133	0.24852	0.0930062	0.116059	0.109313	0.0765566	0.120981	0.0884419
1518	0	-3210.502	-3158.69	-51.81216	2.30431	0.217924	0.297318	0.718197	0.0509723	0.141828	0.00274951	0.0004078	0.314472	0.221395	0.450284	0.0533127	0.520898	0.0971409	1.16607	0.026575	0.096985	0.0295925	2.38454	0.258147	0.467181	0.178114	0.183163	0.21302	0.425703	0.00376104	0.0099192	0.00107755	0.00213692	0.00369197	0.00095433
1519	1	-3682.245	-3708.567	26.32168	0.00229028	0.822954	0.011952	0.0876001	0.00744924	0.0118232	0.0116796	0.0084151	0.0320529	0.0148255	0.0176168	0.023008	0.12974	0.00166223	0.0155375	0.016916	0.00344371	0.03264	0.129497	0.0172093	0.0324625	0.198899	0.194352	0.319281	0.287468	0.104495	0.121772	0.0960582	0.0960544	0.109568	0.0697348
1520	0	-3222.391	-3164.405	-57.98651	2.44025	0.344298	0.380556	0.395938	0.0190463	0.36673	0.00313413	0.00024318	0.175456	0.300263	0.463953	0.139027	0.459694	0.0555284	0.989175	0.0773346	0.295531	0.0461374	2.70116	0.158201	0.617902	0.0929893	0.233864	0.344548	0.328599	0.00392691	0.0131973	0.00131852	0.00250519	0.00771505	0.00105573
1521	1	-3681.433	-3708.845	27.41173	0.00433964	0.757769	0.00899433	0.0423931	0.00299471	0.0143502	0.00542452	0.00922184	0.010824	0.0208267	0.00815433	0.00836374	0.0959293	0.00276941	0.00391131	0.00597192	0.00242428	0.039789	0.107582	0.0121171	0.0458202	0.295452	0.161974	0.285511	0.257063	0.0720371	0.125135	0.101316	0.109426	0.213129	0.0884395
1522	0	-3213.07	-3152.103	-60.96721	2.81286	0.23657	0.245611	0.475698	0.0175221	0.487102	0.00477321	0.000225569	0.438018	0.215473	0.257622	0.105705	0.321094	0.0691839	1.24132	0.309305	0.0646728	0.0720623	2.82094	0.250957	0.282514	0.076042	0.250799	0.27976	0.393399	0.0034782	0.0149018	0.00160843	0.00251054	0.00510528	0.000510986
1523	1	-3678.196	-3704.51	26.31448	0.0249999	0.891816	0.0109064	0.0492129	0.00271297	0.0138095	0.00454681	0.00465652	0.00652941	0.0128815	0.0118298	0.00679256	0.0661629	0.00338834	0.0116272	0.00712006	0.00147529	0.031027	0.125719	0.00406835	0.0238138	0.271985	0.163427	0.30522	0.259368	0.0957142	0.118214	0.0877948	0.128086	0.195554	0.0887195
1524	0	-3218.783	-3157.809	-60.97463	2.11667	0.185642	0.0538637	0.595662	0.0163016	0.601657	0.00368002	0.000324545	0.45957	0.392689	0.205542	0.124742	0.503146	0.0474179	1.22191	0.160604	0.112448	0.168628	2.75384	0.334833	0.678725	0.0753917	0.257977	0.238495	0.428135	0.00522254	0.00822753	0.00181401	0.00150866	0.00310427	0.000314418
1525	1	-3681.745	-3707.922	26.17711	0.025335	0.948085	0.0126518	0.0431021	0.00870715	0.0136674	0.00147563	0.000802048	0.0104995	0.0250052	0.0107768	0.0051124	0.121016	0.00388622	0.0190816	0.0189973	0.00143849	0.0381858	0.0812469	0.0132465	0.0412607	0.268539	0.163556	0.354493	0.213412	0.0785291	0.104985	0.0919276	0.0920394	0.171679	0.0601755
1526	0	-3225.242	-3165.152	-60.08934	2.00627	0.192009	0.0683053	0.572807	0.0136299	0.443694	0.00982097	0.000928721	0.238941	0.381201	0.16159	0.31232	0.586008	0.0477755	1.13979	0.173724	0.110723	0.150192	2.91356	0.329287	0.782638	0.11445	0.133016	0.247794	0.504741	0.00504278	0.0149544	0.00112262	0.00849745	0.00447885	0.000250999
1527	1	-3689.073	-3715.063	25.99022	0.0358758	0.842656	0.0158254	0.0941249	0.000846066	0.0213993	0.00935411	0.00575725	0.0109407	0.00360117	0.00642091	0.00340372	0.100434	0.00342238	0.0349722	0.0166569	0.00115106	0.0492964	0.0920998	0.0176294	0.021075	0.270903	0.156191	0.357614	0.215291	0.0710671	0.142684	0.125297	0.0924304	0.171138	0.072045
1528	0	-3218.016	-3155.372	-62.64381	2.22888	0.230727	0.11804	0.703403	0.00400214	0.290748	0.0316534	0.001454	0.290033	0.359237	0.189056	0.174146	0.631286	0.0898848	1.43251	0.339911	0.125359	0.208154	2.99266	0.142946	0.317378	0.0952389	0.122652	0.203085	0.579025	0.00191725	0.011656	0.000929337	0.00502833	0.00349489	0.0005023
1529	1	-3690.054	-3716.503	26.44904	0.0265705	0.840784	0.0226349	0.0639205	0.0010366	0.0110798	0.00515595	0.00407207	0.014056	0.0158941	0.00767876	0.00813645	0.0848228	0.00176818	0.0223511	0.0294759	0.00227547	0.0197263	0.047089	0.0182708	0.0256242	0.280418	0.168369	0.344073	0.207139	0.0846293	0.123891	0.15159	0.0796174	0.19444	0.109132
1530	0	-3220.964	-3144.599	-76.36421	2.60958	0.252997	0.106181	1.00486	0.00386295	0.527234	0.0314201	0.0045329	0.258649	0.309698	0.357733	0.30877	0.317305	0.0883182	1.29101	0.154454	0.0426086	0.509323	3.1577	0.167053	0.767297	0.05475	0.138904	0.157964	0.648382	0.00764726	0.0104249	0.000562299	0.00436335	0.00278799	0.000673113
1531	1	-3680.94	-3706.588	25.64844	0.024229	0.897227	0.00447841	0.0473405	0.000367206	0.0194846	0.0127957	0.00285473	0.0160531	0.0100276	0.0188615	0.0162605	0.0583462	0.00800389	0.0116833	0.0143147	0.000660497	0.0341796	0.097994	0.0169057	0.0312707	0.238748	0.204487	0.34778	0.208985	0.0900526	0.0944959	0.128242	0.118515	0.207876	0.113262
1532	0	-3218.721	-3153.653	-65.06875	2.36313	0.259193	0.0972252	0.636944	0.0103012	0.300235	0.0400387	0.0257516	0.31936	0.128626	0.472092	0.121332	0.490153	0.0960463	1.64431	0.207096	0.0543612	0.488593	2.77564	0.21557	0.396857	0.0754517	0.21968	0.284605	0.420263	0.00393639	0.0102139	0.00248413	0.00294816	0.00480406	0.000259994
1533	1	-3685.331	-3711.698	26.36707	0.0169709	0.766872	0.00123253	0.0716473	0.00106819	0.00900436	0.00794992	0.00334001	0.0151298	0.00821969	0.0435333	0.0196125	0.101016	0.00707019	0.0190909	0.0122574	0.00151075	0.0317886	0.127285	0.0204947	0.0365579	0.237286	0.209358	0.345651	0.207706	0.0633769	0.149676	0.135051	0.0848555	0.177094	0.0922132
1534	0	-3222.306	-3150.043	-72.26307	2.36313	0.319802	0.251675	0.832923	0.0234462	0.343538	0.0078305	0.0477473	0.384658	0.17543	0.66235	0.0884049	0.758749	0.392154	0.980556	0.153048	0.103002	0.508657	2.7382	0.0907567	0.637664	0.129905	0.116252	0.298019	0.455825	0.00693271	0.00708889	0.00061683	0.00302315	0.00524256	0.000305825
1535	1	-3682.307	-3709.251	26.94422	0.0152898	0.767125	0.00156026	0.0584301	0.00133802	0.00591985	0.00915756	0.00230994	0.0154262	0.0231199	0.0223536	0.00382303	0.114024	0.00946927	0.0244549	0.0159671	0.000994018	0.0305521	0.144434	0.0188282	0.0477496	0.175779	0.227039	0.330279	0.266903	0.0954371	0.1335	0.0889056	0.0986892	0.127946	0.0894006
1536	0	-3226.044	-3147.235	-78.80929	2.33419	0.333173	0.202086	1.12873	0.0223941	0.286176	0.111121	0.0666589	0.311923	0.0694094	0.335248	0.0404374	0.445825	0.178638	1.28733	0.174294	0.12677	0.878049	2.90321	0.292724	0.991426	0.129032	0.200595	0.311719	0.358654	0.00513173	0.00807406	0.00249337	0.00264067	0.00303057	0.000366369
1537	1	-3681.254	-3708.239	26.98552	0.0199806	0.767125	0.0052594	0.0742133	0.000782977	0.012456	0.00549697	0.0045565	0.043751	0.0100023	0.0122635	0.0100658	0.0622984	0.0135153	0.0172144	0.00659718	0.00177731	0.0288544	0.0948319	0.0211974	0.0237228	0.175779	0.227039	0.330279	0.266903	0.103304	0.154836	0.137053	0.108195	0.161803	0.0609198
1538	0	-3222.608	-3158.443	-64.16557	2.05583	0.175621	0.0471479	0.640762	0.042428	0.48849	0.086008	0.11252	0.236513	0.00227581	0.318339	0.141646	0.574862	0.0977545	0.933065	0.324147	0.0545835	0.645737	3.10521	0.354927	0.617682	0.132361	0.27745	0.288977	0.301212	0.00215425	0.00918045	0.00181688	0.00172727	0.00645372	0.000302672
1539	1	-3679.964	-3707.111	27.14684	0.0249611	0.767125	0.00453434	0.0722995	0.00594794	0.0149318	0.00409059	0.00611279	0.0160288	0.0141304	0.0216316	0.00780365	0.107276	0.0104453	0.00299881	0.00565205	0.00068843	0.0471873	0.106194	0.0183667	0.0397047	0.177395	0.219931	0.333316	0.269357	0.0763875	0.109122	0.124659	0.126634	0.117057	0.0939714
1540	0	-3213.593	-3162.781	-50.81247	2.46074	0.250979	0.273396	0.558556	0.0619066	0.45512	0.110807	0.0474079	0.239135	0.00185621	0.187772	0.154352	0.355544	0.143842	0.809316	0.0682177	0.0310882	0.176236	2.73588	0.157858	0.438619	0.197822	0.206867	0.391077	0.204235	0.00426636	0.00756352	0.00295944	0.00173739	0.00541129	0.00130799
1541	1	-3677.531	-3704.454	26.923	0.0249611	0.797664	0.0096757	0.0812539	0.0122477	0.0288345	0.00303424	0.00339316	0.0314322	0.0101939	0.0201136	0.00763936	0.0752431	0.0166243	0.0100309	0.00945179	0.000297616	0.0220854	0.0762174	0.00888434	0.0423975	0.232491	0.240571	0.275194	0.251745	0.0821162	0.133802	0.137354	0.113218	0.118594	0.0915661
1542	0	-3215.021	-3166.409	-48.612	2.40433	0.160731	0.383299	0.597531	0.049301	0.275763	0.093752	0.0149332	0.25085	0.00367663	0.104916	0.285548	0.220502	0.123768	1.14666	0.0720593	0.0559087	0.107348	2.73588	0.081932	0.32523	0.236656	0.2372	0.232595	0.293549	0.00275469	0.0103526	0.00226747	0.00229585	0.00802071	0.0022221
1543	1	-3679.406	-3705.428	26.02103	0.0255518	0.89349	0.0103469	0.0535057	0.00650439	0.0164871	0.00651954	0.00338689	0.0196046	0.0145618	0.0310436	0.00958926	0.0540948	0.0186833	0.00855486	0.0193127	0.000195704	0.0282226	0.103537	0.0124029	0.0564689	0.21399	0.223899	0.327813	0.234299	0.0782467	0.130186	0.110771	0.0968749	0.166444	0.0839362
1544	0	-3215.088	-3156.136	-58.95197	2.40433	0.296673	0.319135	0.758046	0.0237112	0.428098	0.175125	0.0265275	0.273514	0.00699684	0.0716906	0.174098	0.125543	0.138478	1.28633	0.137912	0.221955	0.190892	2.86356	0.132944	0.475028	0.122149	0.28902	0.248916	0.339915	0.00235386	0.0138203	0.00225091	0.00213023	0.00366159	0.00102104
1545	1	-3686.086	-3711.488	25.40186	0.0362492	0.89952	0.0105604	0.0683915	0.0080312	0.0117987	0.012353	0.0104405	0.0454164	0.0203584	0.0170455	0.0242245	0.112899	0.00720324	0.0183598	0.0184307	5.22893e-05	0.0453436	0.16539	0.018195	0.0559219	0.214431	0.222298	0.328489	0.234782	0.0800096	0.107894	0.082381	0.066506	0.103054	0.0744119
1546	0	-3218.541	-3162.608	-55.93306	2.4503	0.202724	0.13941	0.482134	0.0364044	0.177617	0.0550968	0.11724	0.378713	0.0198902	0.0407827	0.0485199	0.261333	0.108436	1.55133	0.104929	0.178679	0.0474746	2.72479	0.152217	0.95218	0.194028	0.229011	0.305505	0.271457	0.00160781	0.0110691	0.00176902	0.00305565	0.00451678	0.00170741
1547	1	-3688.233	-3713.578	25.34473	0.0195014	0.985269	0.0135572	0.0871665	0.00913551	0.0185072	0.00619131	0.0135809	0.036994	0.0298311	0.0123193	0.0158969	0.0739185	0.00516313	0.0155224	0.0125156	0.000134681	0.0390943	0.0658112	0.0396721	0.0380164	0.203814	0.207718	0.304501	0.283967	0.0601398	0.107647	0.102047	0.0991748	0.140808	0.0785374
1548	0	-3220.193	-3173.015	-47.17773	2.1687	0.223245	0.133309	0.468749	0.151817	0.542619	0.0682446	0.0731465	0.198444	0.00708555	0.0416632	0.0334496	0.231091	0.237934	1.06163	0.189395	0.411621	0.0741993	2.67167	0.102664	0.265342	0.155131	0.152	0.428429	0.26444	0.00233081	0.0067265	0.00246734	0.00242436	0.00753495	0.00089133
1549	1	-3677.979	-3704.39	26.411	0.00833124	0.82603	0.0171571	0.0446044	0.00574624	0.0236433	0.00784075	0.00696928	0.0109746	0.00614789	0.0272235	0.00783455	0.0879311	0.00567139	0.00621892	0.0140975	9.71034e-05	0.0520219	0.0921886	0.0292772	0.0439773	0.195656	0.215633	0.293925	0.294786	0.130513	0.139052	0.0993104	0.113246	0.122621	0.0908008
1550	0	-3219.783	-3167.909	-51.87398	2.15441	0.266779	0.178708	0.596878	0.239415	0.183695	0.184252	0.158872	0.127348	0.00343196	0.0834879	0.038805	0.232108	0.0853008	0.972332	0.136752	0.168985	0.0585701	3.12579	0.193725	0.633796	0.147246	0.155421	0.368522	0.328811	0.00558405	0.00787394	0.00234448	0.00216538	0.00494517	0.00166741
1551	1	-3680.724	-3707.888	27.16381	0.00208593	0.842076	0.00632332	0.0542263	0.00519141	0.0159437	0.00471272	0.00311394	0.025084	0.0126234	0.0242117	0.00353198	0.0882889	0.00298913	0.00200325	0.00628847	0.000125285	0.0429004	0.11436	0.0302639	0.0304759	0.252783	0.179953	0.283217	0.284047	0.114617	0.150955	0.0746886	0.117513	0.0874999	0.0821519
1552	0	-3223.837	-3158.111	-65.72532	2.40784	0.213994	0.299333	0.506498	0.215091	0.559723	0.102366	0.123923	0.306232	0.00431325	0.405211	0.0716855	0.456998	0.0683973	1.08737	0.204926	0.175411	0.0895743	3.12579	0.161988	0.613957	0.10801	0.279822	0.233283	0.378885	0.00430604	0.0206657	0.00108948	0.00219479	0.00405931	0.000221717
1553	1	-3680.318	-3707.989	27.6705	0.00324902	0.760455	0.0129803	0.0272035	0.00688989	0.0105849	0.0116856	0.00736456	0.0314902	0.00794518	0.030773	0.00696131	0.0707101	0.000606445	0.00389514	0.0055561	0.000107206	0.04857	0.0623817	0.0103402	0.0220722	0.228686	0.181643	0.297834	0.291837	0.124296	0.140211	0.145715	0.111247	0.151827	0.0784589
1554	0	-3215.35	-3155.03	-60.31985	2.17345	0.271852	0.242013	0.802005	0.119564	0.405901	0.126728	0.0613451	0.557618	0.00320357	0.445958	0.0604958	0.470678	0.0542287	1.15504	0.0647325	0.186952	0.0208095	2.84918	0.0796658	0.519788	0.125115	0.165771	0.270227	0.438886	0.00283183	0.00893371	0.000517461	0.00378633	0.00526505	7.80248e-05
1555	1	-3676.013	-3702.551	26.53841	0.00850522	0.863344	0.00725531	0.0370869	0.00662956	0.0119104	0.0100827	0.000768235	0.0219081	0.0130358	0.0213546	0.00784216	0.0655386	0.00043905	0.000908651	0.0103487	9.56597e-05	0.0535815	0.0873915	0.013327	0.0362831	0.175285	0.214565	0.281982	0.328168	0.106171	0.163459	0.12469	0.112791	0.115124	0.106913
1556	0	-3223.67	-3151.544	-72.12674	2.16818	0.307122	0.491776	0.954387	0.141767	0.503536	0.130902	0.0241083	0.665191	0.00518343	0.188464	0.247257	0.452745	0.0428527	1.62612	0.0307209	0.0638407	0.0317773	2.93997	0.264543	0.577187	0.120609	0.208004	0.201162	0.470225	0.00259479	0.00802003	0.000667239	0.00230497	0.00199147	8.87893e-05
1557	1	-3681.387	-3707.452	26.06474	0.0242611	0.973367	0.0101324	0.042621	0.00652739	0.00749884	0.00855684	0.000804008	0.0219938	0.00309734	0.0320915	0.00664484	0.0916982	0.000890917	0.00162895	0.00968459	0.000125797	0.0351786	0.0758334	0.0198116	0.0366895	0.208841	0.218348	0.229175	0.343637	0.0902032	0.0988953	0.0925463	0.15645	0.122577	0.0843427
1558	0	-3219.45	-3158.008	-61.4426	2.21891	0.276708	0.268471	0.968543	0.161859	0.348806	0.0838218	0.0251243	0.326401	0.00899993	0.493234	0.264327	0.551319	0.0743706	1.07024	0.0727621	0.124181	0.0384841	2.45086	0.204502	0.750008	0.164159	0.0952361	0.292113	0.448491	0.00348536	0.0102676	0.0012705	0.00321747	0.00467959	3.22296e-05
1559	1	-3674.84	-3701.797	26.95693	0.00936357	0.859675	0.00530799	0.0925745	0.00898849	0.024064	0.00482157	0.000260158	0.0165398	0.00648562	0.0181395	0.0147455	0.0869199	0.00348349	0.0046012	0.00702789	0.00062978	0.0413567	0.0780717	0.00995545	0.0672911	0.198462	0.21819	0.346502	0.236845	0.10859	0.102592	0.113952	0.088126	0.116293	0.0750776
1560	0	-3217.634	-3149.289	-68.34553	2.43935	0.252335	0.31679	0.7886	0.0701701	0.576964	0.0674312	0.0501513	0.49211	0.0122314	0.482257	0.196312	0.647154	0.242287	0.973855	0.204336	0.150976	0.0228747	2.77538	0.0528762	0.659159	0.13653	0.309975	0.260616	0.292879	0.0030296	0.00908255	0.00286167	0.000983207	0.00556182	6.00257e-05
1561	1	-3675.782	-3702.678	26.896	0.00860886	0.911366	0.00580602	0.0413364	0.00449156	0.0185232	0.0139875	0.00017991	0.0298129	0.00374471	0.0193458	0.0107338	0.0785173	0.00547825	0.00647694	0.012959	0.000236095	0.0168891	0.119944	0.00359553	0.0275609	0.198462	0.21819	0.346502	0.236845	0.0974818	0.12926	0.103508	0.0976992	0.125369	0.0781139
1562	0	-3215.192	-3168.238	-46.95401	2.0205	0.211483	0.23353	0.547768	0.274667	0.530667	0.0393802	0.137105	0.203008	0.0285102	0.153283	0.152755	0.316994	0.223842	0.825177	0.144604	0.110521	0.00899108	2.71425	0.174221	0.281774	0.139573	0.207701	0.411754	0.240972	0.00522857	0.00855818	0.00165606	0.00105784	0.0063225	0.000179802
1563	1	-3675.904	-3703.115	27.2112	0.0131965	0.753641	0.0055659	0.0433957	0.00142776	0.019896	0.00770911	0.000135247	0.0264883	0.00811645	0.00893612	0.0133964	0.0945982	0.00227574	0.00429646	0.0129766	0.00188437	0.0165124	0.136096	0.00426581	0.0464952	0.244389	0.190592	0.273365	0.291654	0.103657	0.113306	0.126151	0.124643	0.144757	0.105686
1564	0	-3225.093	-3178.884	-46.2089	2.34152	0.333509	0.304185	0.417069	0.267902	0.274473	0.043564	0.0329483	0.173548	0.0783699	0.146685	0.0676339	0.281905	0.160294	0.78467	0.069288	0.19339	0.00970952	2.75855	0.0298125	0.471244	0.1346	0.235932	0.397083	0.232386	0.00581766	0.0123093	0.00398667	0.00567372	0.0123626	0.00109291
1565	1	-3677.431	-3705.38	27.94925	0.0144662	0.68256	0.00547798	0.0432287	0.00256198	0.00922174	0.00172334	0.000125891	0.0124274	0.00597608	0.00669944	0.0052683	0.0788987	0.0014601	0.0143277	0.0256094	0.00116678	0.0233299	0.136972	0.00686938	0.052254	0.229018	0.178605	0.319068	0.27331	0.115124	0.133811	0.0861987	0.149739	0.16976	0.0804424
1566	0	-3215.855	-3161.704	-54.15192	2.30093	0.175003	0.0919598	0.665632	0.0942819	0.348665	0.0383485	0.12921	0.404948	0.134413	0.332572	0.233188	0.398443	0.110654	1.11387	0.178631	0.185497	0.00811125	2.63087	0.0423168	0.432841	0.206524	0.239896	0.311338	0.242242	0.0062837	0.00615316	0.00154285	0.00372172	0.00708365	0.000658269
1567	1	-3672.93	-3700.31	27.37989	0.0253125	0.754137	0.0044269	0.0713496	0.00122148	0.0082325	0.00354653	0.00054562	0.0130255	0.00225372	0.00844961	0.00231234	0.0687576	0.000444375	0.00558341	0.0200987	0.000388158	0.0161022	0.0631616	0.01482	0.0506823	0.246201	0.198034	0.349753	0.206011	0.100084	0.127598	0.11725	0.122415	0.204841	0.115598
1568	0	-3218.083	-3156.517	-61.56598	2.49876	0.220787	0.462853	0.605028	0.0147669	0.397269	0.0553647	0.118389	0.182252	0.219231	0.432622	0.228597	0.531393	0.149791	0.801888	0.188874	0.0799114	0.0351918	3.13165	0.0333625	0.402865	0.121736	0.180861	0.387941	0.309463	0.00306356	0.0110863	0.00326124	0.00155561	0.00708979	0.000321814
1569	1	-3677.031	-3703.345	26.31364	0.0451428	0.802097	0.00999041	0.0647546	0.000758011	0.0172546	0.00574093	0.00246271	0.0310949	0.00334372	0.0151281	0.00391339	0.0837915	0.00104449	0.0169789	0.0151277	0.00124852	0.0333551	0.131927	0.00975727	0.0488817	0.242036	0.194104	0.343837	0.220022	0.0708275	0.115614	0.090321	0.136269	0.167144	0.105294
