Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
1019	1	-3681.485	-3707.654	26.16905	0.022519	0.791031	0.00387372	0.0706602	0.00347663	0.0174079	0.00372367	0.0114958	0.01559	0.0068878	0.012538	0.00874653	0.0465675	0.0233009	0.00655481	0.0101278	0.00522385	0.0502542	0.109818	0.00519118	0.0624688	0.186723	0.241611	0.231531	0.340135	0.107288	0.180952	0.124945	0.141599	0.104505	0.0969748
1020	0	-3212.674	-3159.504	-53.17017	2.53084	0.239324	0.305734	0.667925	0.0763449	0.355007	0.00498297	0.0638512	0.163328	0.141504	0.134842	0.14526	0.330729	0.106633	1.27984	0.0358219	0.0668443	0.0387484	2.68079	0.239901	0.341651	0.107124	0.351394	0.220862	0.320621	0.00141168	0.0146588	0.00174107	0.00251465	0.0069562	0.000467329
1021	1	-3684.316	-3710.474	26.1586	0.0236999	0.867114	0.00564853	0.0575179	0.00273055	0.0296915	0.00293257	0.0123825	0.0330118	0.0157091	0.0199688	0.0101384	0.0942013	0.00572691	0.00506418	0.00447668	0.00687335	0.0391894	0.106977	0.00480636	0.0908873	0.202215	0.242284	0.260446	0.295055	0.0631566	0.135838	0.103071	0.10008	0.126406	0.0774669
1022	0	-3220.379	-3160.181	-60.19764	2.29739	0.187801	0.353063	0.769979	0.206696	0.408975	0.00146605	0.0450694	0.0808041	0.318845	0.217882	0.0958974	0.278637	0.190677	1.27994	0.0233881	0.174415	0.108555	2.9562	0.150318	0.510995	0.19168	0.267378	0.338167	0.202775	0.00382905	0.00474312	0.00151131	0.00326503	0.00879799	0.00125474
1023	1	-3683.563	-3709.777	26.21369	0.0313285	0.923683	0.00592285	0.0642607	0.00584392	0.0272471	0.00617463	0.0063611	0.0246202	0.0106672	0.0107008	0.0115273	0.0895652	0.0126698	0.00326975	0.0104575	0.00211459	0.051459	0.101421	0.0127228	0.0730545	0.21086	0.260837	0.210655	0.317648	0.0482544	0.118283	0.0873272	0.0989052	0.10467	0.096746
1024	0	-3226.508	-3152.964	-73.54433	2.29739	0.244431	0.483506	0.671114	0.179331	0.605602	0.00297136	0.0282819	0.392252	0.409093	0.48083	0.180143	0.140698	0.237936	1.43742	0.0293775	0.319693	0.0843738	3.21691	0.107306	0.444964	0.111625	0.0881706	0.491261	0.308943	0.00553634	0.00646594	0.000746121	0.00325249	0.0049842	0.000453443
1025	1	-3681.235	-3706.28	25.04544	0.050995	0.923683	0.0190543	0.0818552	0.00526846	0.0385247	0.00116282	0.00237962	0.0294702	0.013968	0.0220841	0.00500407	0.106287	0.0170774	0.012385	0.0111619	0.00164121	0.0493349	0.122454	0.0113208	0.0610762	0.284014	0.202417	0.274578	0.238991	0.0690353	0.106151	0.0748195	0.102882	0.118972	0.0980352
1026	0	-3230.891	-3148.356	-82.53457	2.55049	0.200755	0.689477	0.705953	0.204424	0.359292	0.00528819	0.0670655	0.305953	0.331034	0.727735	0.385135	0.408351	0.237533	1.86732	0.0169581	0.249595	0.281388	2.37012	0.0926298	0.840982	0.132781	0.170826	0.442302	0.254091	0.00307003	0.00664174	0.00151355	0.00119487	0.0037143	0.000471081
1027	1	-3687.534	-3713.076	25.54184	0.0199474	0.939655	0.0151182	0.0588811	0.00445657	0.0450039	0.000231269	0.00102374	0.0238184	0.0160639	0.0157388	0.0109706	0.0745686	0.0263412	0.0261465	0.010914	0.00538769	0.0425339	0.110892	0.00772851	0.0702638	0.26726	0.259385	0.193417	0.279938	0.077396	0.141872	0.0737645	0.0969122	0.10827	0.0825428
1028	0	-3219.488	-3146.258	-73.23062	2.69544	0.305065	0.452223	1.13435	0.220926	0.278025	0.00835178	0.0334016	0.496484	0.110099	0.289281	0.107987	0.287406	0.27036	1.26652	0.0067438	0.0860351	0.325026	2.98878	0.151552	0.453157	0.0936081	0.269074	0.23709	0.400228	0.00199808	0.00781572	0.00188801	0.00132408	0.00290572	0.000539339
1029	1	-3685.978	-3711.996	26.01775	0.00632754	0.853383	0.0389956	0.0385201	0.0067426	0.0165864	0.000233432	0.00175746	0.0254706	0.0137124	0.0368772	0.00209931	0.0905689	0.0228697	0.0162056	0.0145303	0.00853226	0.0454213	0.12054	0.017202	0.0358083	0.20593	0.277215	0.266203	0.250652	0.093852	0.126917	0.129248	0.0912102	0.115331	0.0899086
1030	0	-3217.669	-3149.372	-68.2975	2.44319	0.280799	0.526427	1.10186	0.0895276	0.204697	0.0297448	0.0298141	0.262694	0.0966899	0.262604	0.199266	0.313984	0.377772	1.30305	0.00714231	0.114087	0.108385	2.98878	0.133835	0.600249	0.131894	0.305294	0.300746	0.262067	0.00198384	0.00558725	0.00134934	0.00176891	0.00309451	0.00198923
1031	1	-3684.245	-3708.837	24.59142	0.00686116	1.02063	0.0189959	0.0735549	0.0141241	0.0283214	0.000246295	0.0027439	0.0255789	0.00837005	0.0283753	0.00753881	0.106075	0.0235414	0.0171297	0.0131616	0.0273986	0.0308902	0.133273	0.00843687	0.100936	0.236318	0.170559	0.305485	0.287639	0.0637902	0.0995789	0.0892401	0.0856354	0.0997363	0.067326
1032	0	-3222.315	-3156.981	-65.33365	2.29087	0.209337	0.21558	0.972364	0.0893896	0.704187	0.0567384	0.0106469	0.330223	0.0895669	0.292374	0.182778	0.157019	0.321929	1.45497	0.0122554	0.10741	0.152935	2.27315	0.292756	0.959704	0.141828	0.292616	0.269197	0.296359	0.00418299	0.00592233	0.00138481	0.00247846	0.00331434	0.000521019
1033	1	-3679.811	-3704.504	24.6925	0.00950643	1.03392	0.0127506	0.0646962	0.0129764	0.0196595	0.00027946	0.00155488	0.0243227	0.00966922	0.0175176	0.0167501	0.0961588	0.00825391	0.00658554	0.0115998	0.0145736	0.0824557	0.12402	0.0012755	0.0176414	0.221413	0.198555	0.286217	0.293815	0.100475	0.124004	0.0809304	0.108583	0.108348	0.0828657
1034	0	-3217.467	-3169.458	-48.00921	2.07957	0.208146	0.173857	0.61847	0.0269302	0.417718	0.027774	0.0199647	0.374547	0.0808571	0.206534	0.0863294	0.102872	0.198574	1.47123	0.0421439	0.0906449	0.0395522	2.47411	0.188903	0.512324	0.152822	0.264804	0.441379	0.140996	0.0040958	0.00435604	0.00258185	0.00358247	0.00518368	0.000693322
1035	1	-3671.257	-3698.005	26.74797	0.00696056	0.856875	0.0114059	0.0511201	0.00624938	0.0249733	0.000480903	0.000640419	0.0301298	0.0128695	0.0109435	0.00844163	0.106745	0.00855511	0.00328687	0.005533	0.0092714	0.035387	0.0784959	0.00138271	0.0278909	0.217205	0.217062	0.280778	0.284955	0.0823388	0.16697	0.102678	0.115737	0.111837	0.10863
1036	0	-3223.728	-3160.57	-63.15821	2.55068	0.270762	0.299006	0.344528	0.0674043	0.259774	0.00950234	0.0221594	0.210299	0.473634	0.0978648	0.133614	0.223116	0.127603	1.32181	0.0474988	0.164078	0.385458	2.55446	0.276093	1.11403	0.161802	0.149255	0.453416	0.235527	0.00331495	0.00423018	0.00234173	0.00256738	0.0102727	0.000348578
1037	1	-3676.762	-3703.355	26.59303	0.0146511	0.848167	0.01247	0.0550418	0.00658034	0.0274982	0.00174465	0.00181146	0.0265219	0.0128837	0.0110029	0.0121292	0.0457097	0.00470905	0.0109137	0.00488236	0.00699333	0.0338961	0.0913558	0.00208328	0.0397428	0.226822	0.182397	0.29321	0.297571	0.137533	0.132178	0.114303	0.120049	0.123292	0.10318
1038	0	-3216.988	-3159.363	-57.62511	2.40899	0.264765	0.321423	0.694509	0.0910208	0.529996	0.0183929	0.123702	0.106646	0.200848	0.101476	0.355833	0.426455	0.158198	1.24743	0.0174732	0.119005	0.0894192	2.41303	0.174835	0.536261	0.20844	0.124107	0.445805	0.221648	0.00231934	0.00663799	0.00098818	0.00244667	0.0106505	0.000383728
1039	1	-3684.368	-3710.64	26.27206	0.0112123	0.786963	0.00668387	0.0788983	0.00110451	0.0812178	0.00109203	0.00353401	0.0275708	0.00787761	0.00687524	0.00702475	0.0650583	0.0119932	0.00418528	0.00483801	0.00911725	0.0421097	0.0760291	0.00149244	0.025621	0.180122	0.276228	0.282228	0.261422	0.0948555	0.157527	0.130978	0.104143	0.167164	0.118254
1040	0	-3221.894	-3158.735	-63.15889	2.42503	0.185744	0.22367	0.993985	0.18585	0.42105	0.025664	0.149683	0.140994	0.189178	0.087679	0.244675	0.589568	0.201746	1.10081	0.0875173	0.22301	0.273445	2.37301	0.288128	0.547405	0.299507	0.176945	0.272793	0.250755	0.00217424	0.00720314	0.000810255	0.00269652	0.00532817	0.000463794
1041	1	-3676.045	-3701.775	25.7299	0.00437677	1.00969	0.00488128	0.0495934	0.000296467	0.0146852	0.000839307	0.00203656	0.0169731	0.00955276	0.0145754	0.00315264	0.0988699	0.0173544	0.00358095	0.0111561	0.00401552	0.0344336	0.1103	0.00339474	0.0660664	0.229544	0.244671	0.272953	0.252831	0.0975388	0.155763	0.0788654	0.114309	0.0908531	0.0704826
1042	0	-3225.283	-3167.276	-58.00674	2.42639	0.169319	0.306781	0.683283	0.445089	0.423802	0.0165667	0.230645	0.177609	0.146839	0.0500416	0.252032	0.395566	0.0390598	0.962707	0.114726	0.142692	0.115427	2.92044	0.165185	0.254025	0.139004	0.217925	0.334242	0.308829	0.00395208	0.00655876	0.00110778	0.00271014	0.00763745	0.00111541
1043	1	-3671.746	-3698.703	26.95679	0.00522504	0.747474	0.0066494	0.0637971	0.000508062	0.0145051	0.00186588	0.00350313	0.0264653	0.0127075	0.0189208	0.00505158	0.0760348	0.010117	0.00362597	0.0273447	0.00421119	0.0447918	0.0815529	0.00211061	0.042745	0.225576	0.218686	0.307278	0.24846	0.115163	0.154547	0.108315	0.115385	0.159612	0.112718
1044	0	-3218.86	-3154.367	-64.49293	2.42639	0.35461	0.392741	0.827607	0.231554	0.217762	0.0251466	0.0479174	0.174475	0.167531	0.0287453	0.267548	0.444746	0.0629024	1.1923	0.217656	0.123343	0.121642	2.85295	0.134612	0.776345	0.130169	0.180402	0.276691	0.412739	0.0046015	0.00907382	0.00218947	0.00150574	0.00352625	0.000501647
1045	1	-3672.762	-3700.021	27.25831	0.0076077	0.825234	0.00702542	0.0476791	0.000252557	0.0253572	0.00456168	0.0121168	0.0173566	0.00510699	0.0159404	0.00472879	0.0804453	0.00597355	0.00107891	0.0128698	0.00560017	0.0204415	0.0880947	0.00822925	0.0367086	0.238399	0.215678	0.283339	0.262584	0.106529	0.126301	0.134366	0.135506	0.117739	0.0819463
1046	0	-3219.14	-3162.266	-56.87381	2.42639	0.207011	0.282753	0.667727	0.217061	0.308993	0.0301331	0.102201	0.155809	0.159556	0.0549259	0.181231	0.290672	0.0876555	1.00006	0.319258	0.124357	0.133675	2.82322	0.207613	0.54646	0.147025	0.261389	0.237423	0.354163	0.00644478	0.00842822	0.000139246	0.00200718	0.00386797	0.000362559
1047	1	-3668.941	-3695.517	26.57538	0.0154299	0.815278	0.00387639	0.0496693	0.000502591	0.0194708	0.00174352	0.00462385	0.0214112	0.0111298	0.0238542	0.00600933	0.0590452	0.00627365	0.000826593	0.0177164	0.0132394	0.0232138	0.0722005	0.00220768	0.043759	0.23719	0.214584	0.281901	0.266325	0.102022	0.151994	0.120156	0.15044	0.161251	0.105745
1048	0	-3227.595	-3170.588	-57.00694	2.03173	0.181506	0.247851	0.54787	0.0878411	0.284537	0.0292939	0.0324861	0.155121	0.20273	0.103166	0.44489	0.483432	0.221946	1.42103	0.124893	0.148072	0.0983647	2.55395	0.299558	0.639559	0.149028	0.142411	0.50767	0.200891	0.00262619	0.00588498	0.000249554	0.00190557	0.00967493	0.00115307
1049	1	-3675.759	-3703.498	27.73964	0.0025379	0.801209	0.00451783	0.0423431	0.00148047	0.00804092	0.00439305	0.00238293	0.0317226	0.00763292	0.00697601	0.0134499	0.0698223	0.00215116	0.000724861	0.00561631	0.0172448	0.0335764	0.117771	0.00375745	0.0502268	0.214996	0.194505	0.272489	0.318009	0.0915502	0.137144	0.112019	0.14092	0.110929	0.0665215
1050	0	-3225.888	-3159.638	-66.24988	2.90298	0.352165	0.0702376	0.295106	0.152173	0.325085	0.0258815	0.132311	0.226155	0.0973034	0.107582	0.204364	0.308447	0.184572	1.37255	0.0594367	0.370191	0.0403016	3.20704	0.306067	0.526717	0.129947	0.116758	0.509382	0.243913	0.0026811	0.00469705	0.00231706	0.00176773	0.00720136	0.000281152
1051	1	-3672.651	-3700.541	27.89022	0.00797954	0.760316	0.00530706	0.0463796	0.00138313	0.0182745	0.00351511	0.00306377	0.0308129	0.00973441	0.00953481	0.0189284	0.070078	0.00224506	0.000456822	0.00352958	0.00528146	0.0287685	0.0645557	0.00467364	0.0303985	0.240862	0.187303	0.262399	0.309436	0.113591	0.133051	0.103302	0.129805	0.161622	0.105016
1052	0	-3217.178	-3153.418	-63.76037	2.81392	0.294079	0.139696	0.563182	0.193138	0.26261	0.0488845	0.0929019	0.312421	0.0573855	0.244256	0.0562016	0.479427	0.207071	1.09673	0.0632609	0.247823	0.0552024	3.04131	0.176309	0.566571	0.10992	0.115304	0.515926	0.258849	0.00772765	0.00751149	0.00211713	0.00135423	0.00529498	0.000281718
1053	1	-3675.918	-3703.022	27.10451	0.0303225	0.831413	0.00815325	0.061882	0.000875535	0.00923508	0.00204634	0.00438588	0.0299037	0.00631446	0.0267291	0.0235141	0.082945	0.00541251	0.000383106	0.00916374	0.00785603	0.0404527	0.104431	0.00179795	0.0336896	0.279129	0.177861	0.249172	0.293837	0.106766	0.102623	0.0986474	0.115797	0.127813	0.0776224
1054	0	-3222.304	-3155.703	-66.60065	2.17451	0.295355	0.17651	0.643713	0.68961	0.400569	0.0436764	0.0432212	0.345525	0.0472653	0.286343	0.159669	0.313742	0.0532694	1.21055	0.0695903	0.385548	0.0544316	3.04131	0.445845	0.421682	0.142863	0.10212	0.389598	0.365419	0.00188886	0.00675823	0.00137099	0.00189146	0.0063546	0.000496882
1055	1	-3670.933	-3697.747	26.81349	0.0102459	0.815665	0.0100214	0.0578878	0.000557725	0.0172456	0.00679875	0.00303069	0.0352787	0.00883119	0.0220496	0.00790718	0.078907	0.0102386	0.0005656	0.0144012	0.0051677	0.0427159	0.093041	0.00128443	0.0452671	0.257533	0.205124	0.287365	0.249978	0.066192	0.146044	0.100727	0.121321	0.138417	0.119467
1056	0	-3223.967	-3163.269	-60.69799	2.42027	0.363592	0.23523	0.457728	0.463118	0.19525	0.0317663	0.0232974	0.253526	0.03342	0.350163	0.142729	0.659701	0.0806386	1.127	0.205161	0.246384	0.0458575	2.59668	0.539503	0.241638	0.202448	0.258176	0.206789	0.332586	0.00298451	0.00555622	0.00128585	0.00190311	0.00524044	0.000810096
1057	1	-3676.157	-3703.142	26.98548	0.0157951	0.812288	0.00468119	0.0566376	0.00135405	0.00812558	0.0048605	0.00150148	0.0226255	0.0111965	0.0250223	0.0184091	0.0572251	0.0111828	0.00166542	0.0135379	0.0030053	0.0466207	0.0589192	0.00316249	0.0538041	0.23631	0.18822	0.303183	0.272287	0.108392	0.125599	0.10504	0.101769	0.17088	0.118778
1058	0	-3219.171	-3162.395	-56.77588	2.40604	0.160865	0.112583	0.645608	0.148073	0.298052	0.0325623	0.220147	0.359716	0.0919819	0.284698	0.158682	0.316318	0.0489606	1.20534	0.149354	0.131479	0.159684	2.59668	0.383444	0.407231	0.348402	0.186711	0.30798	0.156908	0.00325776	0.00536941	0.00125762	0.00179881	0.00811832	0.000914175
1059	1	-3675.352	-3700.599	25.24656	0.0289089	0.974793	0.00398904	0.0938377	0.00243461	0.0180134	0.002542	0.00324334	0.0210026	0.0143181	0.0138672	0.00727568	0.116611	0.0144007	0.00196657	0.00935371	0.0156457	0.0277903	0.12532	0.00698082	0.0704554	0.23631	0.18822	0.303183	0.272287	0.0812877	0.106157	0.092371	0.0759437	0.119088	0.0883719
1060	0	-3218.074	-3142.105	-75.969	2.65004	0.287746	0.230777	0.70243	0.0935729	0.483633	0.0170857	0.230656	0.309254	0.0811947	0.511847	0.0593717	0.618881	0.120614	1.58299	0.0934216	0.22019	0.0623513	2.78295	0.330056	0.771078	0.120296	0.165274	0.476047	0.238383	0.00230939	0.00528703	0.00250873	0.00131963	0.0051821	0.000776226
1061	1	-3679.207	-3703.908	24.70125	0.0417765	1.0019	0.00670594	0.0592589	0.000489632	0.0241088	0.00357766	0.00880282	0.0342688	0.00528261	0.0144744	0.0115648	0.106517	0.0134047	0.00568153	0.00659887	0.00612451	0.0402075	0.108052	0.0046604	0.0687474	0.233198	0.198911	0.29919	0.268702	0.108705	0.102367	0.0855443	0.128126	0.10254	0.0910174
1062	0	-3224.374	-3146.467	-77.90654	2.65004	0.254497	0.280507	0.835805	0.147552	0.437077	0.0610058	0.137914	0.28338	0.321499	0.343204	0.165965	0.577551	0.0589655	1.66569	0.153995	0.0656683	0.0460305	2.95551	0.165144	0.826905	0.170038	0.201645	0.304873	0.323445	0.00250839	0.00629729	0.00181457	0.00248244	0.00340572	0.000870919
1063	1	-3679.252	-3706.09	26.838	0.0189101	0.842063	0.00366645	0.0752567	0.00012026	0.0458412	0.0110467	0.00805741	0.0313712	0.0048713	0.0155745	0.00645255	0.0981593	0.0052717	0.0122643	0.00501351	0.00722308	0.0545652	0.0949923	0.00775653	0.0589597	0.234297	0.218777	0.3006	0.246326	0.0723435	0.0992501	0.107913	0.0784062	0.128801	0.0826752
1064	0	-3219.429	-3155.622	-63.80652	2.45752	0.305632	0.161684	0.557305	0.196254	0.65746	0.0826435	0.0787959	0.563525	0.198671	0.177873	0.0766218	0.648384	0.0399025	1.34502	0.0909876	0.0381134	0.0103976	2.78092	0.0738735	0.481276	0.12608	0.258784	0.226057	0.389078	0.00241141	0.0068634	0.00226016	0.00163309	0.00391834	0.00132821
1065	1	-3676.539	-3703.323	26.78408	0.0138364	0.842063	0.00135873	0.0788869	0.0001908	0.0144548	0.00660125	0.00256671	0.0153282	0.0109087	0.0160873	0.00957782	0.0924103	0.00655307	0.00622533	0.0256059	0.00967011	0.0370265	0.0815417	0.00800811	0.0587531	0.181795	0.267431	0.302715	0.248059	0.0973674	0.155308	0.0972648	0.0838979	0.112493	0.0982326
1066	0	-3221.064	-3158.397	-62.66694	2.95151	0.133484	0.184828	1.03059	0.201118	0.430901	0.0267081	0.0157095	0.255768	0.124659	0.119839	0.175909	0.555981	0.0239927	1.04688	0.0426572	0.0156396	0.0211609	3.04744	0.0571667	0.438177	0.165223	0.287817	0.222652	0.324308	0.00387936	0.0131623	0.00160608	0.00244292	0.0050385	0.00107394
1067	1	-3676.502	-3701.439	24.93739	0.00714083	1.02057	0.00409066	0.0654221	0.000668861	0.0134708	0.0029321	0.00545987	0.0235029	0.00858575	0.025563	0.00330107	0.0822791	0.0100698	0.00484558	0.0322551	0.00814978	0.0372861	0.104181	0.0118546	0.0590328	0.224768	0.23336	0.252046	0.289827	0.103344	0.138624	0.104311	0.101815	0.114382	0.0737542
1068	0	-3215.788	-3158.487	-57.30057	2.44373	0.264915	0.166941	0.659791	0.107937	0.487809	0.0198206	0.00917632	0.227776	0.064992	0.311072	0.1623	0.529619	0.037001	1.4095	0.0853386	0.020068	0.017019	2.51395	0.0901215	0.731886	0.153233	0.195363	0.269018	0.382386	0.00688346	0.00916342	0.0017811	0.00333058	0.0083366	0.000431144
1069	1	-3677.468	-3703.132	25.66453	0.00807209	0.94209	0.015443	0.0869307	0.00143921	0.00686523	0.00278542	0.00956554	0.0158902	0.0102977	0.0407838	0.00239628	0.0923322	0.00489138	0.00488084	0.0186196	0.0159043	0.0364129	0.10835	0.00462238	0.0656015	0.199215	0.249582	0.269984	0.281219	0.0814457	0.143418	0.0900893	0.0995821	0.0967323	0.0887316
1070	0	-3222.153	-3164.599	-57.5539	1.8737	0.2203	0.349591	0.583997	0.178537	0.600669	0.0340152	0.0232428	0.256207	0.12903	0.309739	0.21099	0.487836	0.0471691	1.83859	0.0696937	0.0674936	0.0592889	2.39098	0.133997	0.526331	0.0662886	0.283916	0.229629	0.420166	0.00515365	0.00991774	0.000963606	0.0025313	0.00500499	0.00104615
1071	1	-3677.019	-3702.143	25.12431	0.0054588	1.04173	0.0163932	0.076222	0.00117325	0.0124812	0.00274489	0.00782866	0.0259458	0.0180004	0.032505	0.00209032	0.0953914	0.00541958	0.00175589	0.0100245	0.0261596	0.0519102	0.0975804	0.00164644	0.0551106	0.211104	0.216134	0.309853	0.262909	0.0624912	0.121523	0.115218	0.0761482	0.104598	0.0806477
1072	0	-3217.771	-3154.689	-63.08184	2.24646	0.249525	0.325147	0.668286	0.0226774	0.515151	0.0419034	0.0155718	0.36048	0.183982	0.331688	0.112304	0.26547	0.101588	1.23099	0.254025	0.167683	0.104585	2.58864	0.197862	0.966366	0.194839	0.218205	0.260897	0.326059	0.00294225	0.00438853	0.0010785	0.00209417	0.00521777	0.00271031
1073	1	-3684.939	-3709.482	24.54297	0.00105662	0.983543	0.00969404	0.0592249	0.000604057	0.0401029	0.00456629	0.00648521	0.0407078	0.00611089	0.0440591	0.00255025	0.0835596	0.00434034	0.00450014	0.0198464	0.0290331	0.0433339	0.118367	0.00779226	0.0492077	0.215718	0.199581	0.316312	0.268389	0.0716434	0.164917	0.084147	0.122038	0.125786	0.0791112
1074	0	-3213.334	-3163.956	-49.37864	2.13795	0.132606	0.152034	0.795615	0.0526142	0.388018	0.128249	0.035992	0.14724	0.0954571	0.211244	0.0889654	0.598535	0.0349579	1.14626	0.051267	0.103024	0.132434	2.58864	0.251652	0.304369	0.143053	0.160765	0.3671	0.329081	0.00370379	0.00615085	0.00150714	0.00291135	0.00671908	0.000368942
1075	1	-3684.014	-3710.029	26.0149	0.00289292	0.857748	0.00835862	0.0772032	0.000720162	0.0181275	0.00355965	0.010173	0.0354422	0.0036831	0.0276987	0.0149633	0.103875	0.00376031	0.00188914	0.035259	0.0168033	0.0388538	0.119073	0.0185257	0.0714465	0.231787	0.217346	0.285499	0.265368	0.0831977	0.0928016	0.0667911	0.0871601	0.149454	0.109676
1076	0	-3215.768	-3153.305	-62.46395	2.24779	0.259718	0.264027	0.946106	0.212522	0.415474	0.179069	0.00681294	0.205526	0.130629	0.261339	0.0610425	0.704697	0.0933384	1.01069	0.0478363	0.227931	0.178077	2.72008	0.0728852	0.640666	0.166252	0.163047	0.444944	0.225757	0.00442478	0.00846753	0.000643298	0.00137469	0.0054921	0.000366537
1077	1	-3675.115	-3702.029	26.91439	0.00538264	0.857748	0.0118766	0.0904432	0.000610474	0.0285128	0.00501791	0.00220804	0.0259153	0.00831693	0.0104143	0.00664874	0.0866685	0.00285416	0.0039252	0.0078644	0.0255385	0.0315927	0.0774869	0.0107782	0.0348623	0.238498	0.219204	0.278449	0.26385	0.0623138	0.129958	0.127483	0.125722	0.112129	0.0769152
1078	0	-3222.121	-3148.587	-73.53454	2.61875	0.231401	0.240945	0.570256	0.307897	0.484638	0.139242	0.00273969	0.240807	0.085906	0.249862	0.128549	0.627574	0.203619	1.16141	0.13076	0.118108	0.131918	3.09724	0.0742776	1.14118	0.0953675	0.375687	0.185727	0.343218	0.00464192	0.0149595	0.000495489	0.00238912	0.00391377	0.000606909
1079	1	-3680.498	-3706.603	26.10543	0.0113333	0.893746	0.00814071	0.117111	0.00105677	0.0133575	0.00585591	0.00140841	0.0284252	0.0104327	0.0134006	0.0145748	0.0661622	0.00598067	0.00545523	0.00866542	0.0207617	0.0340517	0.12332	0.0278563	0.0319041	0.189141	0.214234	0.340314	0.256311	0.0834454	0.139643	0.0975074	0.102817	0.120778	0.0628931
1080	0	-3221.336	-3158.869	-62.46704	2.17679	0.256663	0.110177	0.555347	0.182714	0.352526	0.279734	0.00212591	0.82833	0.0689913	0.101227	0.0631651	0.679689	0.275745	1.05166	0.0518839	0.0913767	0.165733	2.70297	0.169211	0.719238	0.090078	0.359932	0.175426	0.374564	0.00304688	0.011432	0.000856972	0.00234923	0.00363449	0.000725
1081	1	-3685.666	-3711.79	26.12408	0.0461832	0.811966	0.00265604	0.0702122	0.00224986	0.0228868	0.00456403	0.0015667	0.0403491	0.012699	0.0325556	0.00743981	0.0896003	0.00426768	0.00461337	0.00866286	0.0227353	0.0321262	0.0810395	0.0326028	0.0418086	0.206973	0.234431	0.308361	0.250235	0.0824901	0.104889	0.157172	0.137422	0.130942	0.0625179
1082	0	-3221.834	-3160.835	-60.99913	2.17679	0.156041	0.566874	0.685297	0.182353	0.30551	0.170141	0.00542585	0.473758	0.0677211	0.280545	0.041493	0.635938	0.0835938	1.42134	0.202677	0.100833	0.134742	2.58617	0.151112	0.316423	0.145141	0.146739	0.378939	0.329181	0.00269843	0.00423464	0.000860097	0.00267564	0.00426304	0.00102954
1083	1	-3679.829	-3705.849	26.01982	0.0224805	0.78115	0.00583914	0.0383423	0.000717779	0.0159239	0.00697093	0.00154487	0.0255354	0.00830148	0.00900086	0.00880232	0.0577381	0.00466614	0.00954606	0.00906414	0.0201622	0.0335016	0.081023	0.0132106	0.0521337	0.173995	0.241989	0.260185	0.323831	0.15648	0.193657	0.14211	0.13554	0.141012	0.0841903
1084	0	-3228.154	-3146.789	-81.36445	2.53756	0.213309	1.07576	0.837061	0.145996	0.493165	0.0964521	0.00859389	0.50135	0.0969656	0.437824	0.0602391	0.384215	0.0403434	1.30029	0.517477	0.104427	0.119866	2.58617	0.307278	0.916624	0.149834	0.185446	0.248708	0.416012	0.00130648	0.00509922	0.000974503	0.00305589	0.00474746	0.000924198
1085	1	-3683.864	-3708.923	25.05972	0.0352305	0.956467	0.00263975	0.0699432	0.0015533	0.0178916	0.0136594	0.00215851	0.0200364	0.00484882	0.0370943	0.00543644	0.0389276	0.00271418	0.00543415	0.0161812	0.00487989	0.0546323	0.100793	0.0210816	0.0681554	0.188737	0.27381	0.287252	0.250202	0.094058	0.152475	0.139376	0.0841517	0.128103	0.0767314
1086	0	-3225.77	-3155.714	-70.05638	1.98082	0.248591	0.146608	0.731223	0.12551	0.80913	0.0874147	0.00959265	0.53405	0.145991	0.454279	0.051487	0.178409	0.0645104	1.25314	0.581061	0.0721081	0.25472	3.02573	0.17339	0.716379	0.140182	0.369615	0.232688	0.257515	0.00362704	0.00762674	0.00417496	0.0013686	0.00459505	0.000724176
1087	1	-3677.56	-3702.75	25.18975	0.024698	1.03403	0.00270336	0.0622999	0.00438931	0.0196725	0.0136966	0.00178071	0.0190212	0.0189228	0.0347765	0.0137521	0.103091	0.0023465	0.00192986	0.0173403	0.00677456	0.0278433	0.100274	0.00911912	0.0546548	0.201038	0.245928	0.305973	0.247061	0.0770692	0.110453	0.115102	0.0712018	0.12159	0.0731166
1088	0	-3221.117	-3150.934	-70.18334	2.3228	0.282862	0.160674	0.561486	0.0427909	0.404044	0.162292	0.00339333	0.21394	0.0242843	0.577224	0.171953	0.975721	0.281699	1.57361	0.189849	0.073543	0.140264	2.87936	0.187199	0.427592	0.117573	0.40061	0.230045	0.251773	0.00151751	0.0105984	0.00230108	0.00229443	0.00516537	0.0004956
1089	1	-3687.912	-3714.154	26.24134	0.0727313	0.835957	0.00346915	0.0574406	0.00390752	0.00995885	0.00422517	0.00222576	0.0406367	0.00923952	0.0357716	0.0101293	0.166763	0.0041327	0.00214846	0.0241697	0.0193047	0.0242776	0.105354	0.0161799	0.0339992	0.146286	0.286175	0.313998	0.253541	0.0776003	0.127644	0.0783518	0.095701	0.113105	0.062068
