Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	gamma	phi[1]	phi[2]	phi[3]	phi[4]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
928	0	-5319.38	-5233.362	-86.0175	2.30759	0.446531	0.0461952	1.65466	0.223749	0.190893	0.0420561	0.215218	0.666254	0.796015	0.515714	0.273276	0.00071566	0.418834	0.139715	0.530894	3.15015	0.293221	0.0683567	0.968034	0.0996767	1.155538	1	1.15554	1.15554	1	0.221458	0.179391	0.264427	0.334723	0.0207107	0.0243165	0.00848557	0.0136757	0.0192027	0.0126833
929	1	-5317.245	-5228.73	-88.51511	2.43143	0.417987	0.0990614	1.97855	0.408935	0.143881	0.00791927	0.140866	0.843516	0.435402	0.953265	0.361831	0.0576103	0.0787233	0.104636	0.0129554	2.97777	0.329477	0.281291	0.162698	1.05152	1.164952	1	1.16495	1.16495	1	0.300706	0.169039	0.132847	0.397408	0.0306273	0.0195808	0.0101771	0.0204949	0.013965	0.0214723
930	0	-5319.194	-5230.769	-88.42547	2.26472	0.464127	0.097203	1.62348	0.269425	0.319458	0.02663	0.254267	0.780348	0.604906	0.836399	0.381902	0.00150963	0.238105	0.133228	0.42682	3.18566	0.115906	0.0290087	1.02356	0.225703	1.155538	1	1.15554	1.15554	1	0.211562	0.20893	0.262196	0.317312	0.0186604	0.0167462	0.00914117	0.0113285	0.0135506	0.0158344
931	1	-5314.597	-5229.646	-84.95169	2.08913	0.444266	0.0633224	1.80534	0.384153	0.14378	0.00924321	0.175202	0.95775	0.568887	0.610228	0.455929	0.0678501	0.041786	0.127917	0.00952356	2.99136	0.489767	0.2302	0.124348	1.14328	1.164952	1	1.16495	1.16495	1	0.308876	0.192691	0.139098	0.359335	0.0217612	0.0243596	0.0062194	0.0188369	0.0145766	0.0202851
932	0	-5314	-5218.488	-95.51212	2.26472	0.450328	0.174301	1.70891	0.365447	0.288642	0.0193279	0.220758	0.905316	0.617964	0.870936	0.530894	0.0015302	0.676789	0.150278	0.117651	3.32827	0.128716	0.060591	0.924364	0.188729	1.155538	1	1.15554	1.15554	1	0.252265	0.1608	0.183216	0.403719	0.0223372	0.0205274	0.0118023	0.0168567	0.0140013	0.0162951
933	1	-5313.497	-5231.847	-81.64972	2.09376	0.488521	0.0164836	1.51394	0.221572	0.0847704	0.0114861	0.339583	0.682927	0.606393	0.554862	0.519443	0.0455191	0.0582239	0.100985	0.0248532	3.28985	0.476391	0.505248	0.0916349	0.868615	1.174672	1	1.17467	1.17467	1	0.360166	0.184466	0.152298	0.30307	0.0181435	0.0197454	0.0110707	0.0194742	0.0201148	0.0245296
934	0	-5316.52	-5230.966	-85.55419	2.26472	0.47112	0.166453	1.55025	0.380673	0.189674	0.0629503	0.0847896	0.791321	0.505111	0.750343	0.492423	0.00252765	0.377062	0.121906	0.204877	2.93726	0.230602	0.0569226	1.22401	0.107621	1.151171	1	1.15117	1.15117	1	0.320588	0.172177	0.177325	0.329909	0.0185814	0.0257799	0.0135745	0.0251531	0.0247376	0.0204908
935	1	-5311.429	-5235.799	-75.63021	2.08727	0.505097	0.0558101	1.17128	0.306972	0.139529	0.00652939	0.150038	0.822676	0.503991	0.670393	0.363582	0.13036	0.221484	0.0255781	0.0307921	3.04469	0.312363	0.306467	0.0568764	1.07803	1.174672	1	1.17467	1.17467	1	0.330153	0.234107	0.16397	0.27177	0.0208797	0.020736	0.00879199	0.020303	0.0226142	0.0230579
936	0	-5320.487	-5231.281	-89.20649	2.3581	0.47112	0.0783246	1.52034	0.110929	0.163246	0.0206772	0.282815	0.805977	0.87654	0.679096	0.513999	0.00542451	0.426401	0.157405	0.139489	3.25886	0.318526	0.0271635	1.06622	0.0823634	1.151171	1	1.15117	1.15117	1	0.294647	0.228059	0.203157	0.274137	0.020183	0.0123843	0.00761962	0.0109426	0.0237321	0.0282821
937	1	-5316.534	-5226.893	-89.64111	2.12463	0.451558	0.0621833	1.62879	0.288141	0.105782	0.0155571	0.355546	1.25147	0.807718	0.747922	0.496616	0.0381217	0.137781	0.0416109	0.0775589	3.10766	0.263914	0.394673	0.110201	0.893462	1.176646	1	1.17665	1.17665	1	0.287751	0.24845	0.150729	0.31307	0.0206823	0.0226603	0.00930248	0.0133466	0.0166642	0.0235215
938	0	-5312.607	-5222.614	-89.99305	2.27815	0.487795	0.0699869	1.62415	0.323012	0.162192	0.0206824	0.151481	0.892988	0.392987	0.844315	0.599785	0.00140047	0.52382	0.128832	0.217314	2.97731	0.498647	0.151637	0.989046	0.109346	1.139578	1	1.13958	1.13958	1	0.312905	0.193718	0.202253	0.291124	0.0169751	0.0169772	0.0106461	0.0145325	0.0192879	0.022679
939	1	-5315.621	-5231.006	-84.61541	2.19591	0.365817	0.0889464	1.60402	0.234176	0.140931	0.00525148	0.202731	0.844441	0.511673	0.539818	0.463764	0.0584928	0.432438	0.0358323	0.0424765	2.93571	0.396274	0.248762	0.0978503	1.45331	1.176646	1	1.17665	1.17665	1	0.246672	0.212981	0.173302	0.367045	0.0200829	0.0233641	0.0092449	0.0168216	0.0185865	0.0177771
940	0	-5314.722	-5223.397	-91.32562	2.24815	0.445214	0.122285	1.50405	0.303614	0.126626	0.0313497	0.168607	0.913636	0.520084	0.777719	0.338208	0.00120414	0.574391	0.158269	0.231087	3.29553	0.38685	0.132857	1.07688	0.21112	1.157966	1	1.15797	1.15797	1	0.272239	0.174076	0.177271	0.376414	0.0221331	0.0239862	0.0055232	0.0188178	0.0190007	0.0201998
941	1	-5311.221	-5225.985	-85.23653	2.19578	0.420787	0.0666387	1.57284	0.368494	0.138925	0.0210469	0.29137	0.809468	0.545717	0.429098	0.985789	0.102454	0.144416	0.031737	0.0636049	2.83675	0.275149	0.510955	0.0943069	1.06429	1.176646	1	1.17665	1.17665	1	0.317347	0.160963	0.209706	0.311984	0.0213361	0.0127709	0.00641764	0.0164613	0.0217229	0.0182949
942	0	-5319.529	-5229.24	-90.28907	2.31959	0.478617	0.145223	1.73748	0.116178	0.166786	0.0195824	0.122272	0.802852	0.347709	0.633451	0.920372	0.00180773	0.436709	0.20975	0.457365	3.1508	0.3185	0.0653189	0.869562	0.145785	1.157966	1	1.15797	1.15797	1	0.267766	0.201645	0.169877	0.360712	0.0162917	0.0243687	0.010138	0.0205014	0.0191854	0.0175494
943	1	-5316.695	-5227.439	-89.25626	2.17466	0.428017	0.0936395	1.70122	0.790993	0.222309	0.0192065	0.344118	0.72219	0.5243	0.722173	0.390158	0.0593104	0.115527	0.0867529	0.0254161	3.25091	0.413926	0.368672	0.0855591	0.833109	1.176646	1	1.17665	1.17665	1	0.305887	0.15515	0.190346	0.348617	0.0205808	0.0171337	0.00486152	0.0186365	0.0158533	0.019355
944	0	-5316.935	-5236.598	-80.33679	2.28237	0.468122	0.0536551	1.73087	0.266023	0.122521	0.0175243	0.224185	0.78266	0.738343	0.540364	0.406788	0.00266373	0.347594	0.0615594	0.172001	2.79785	0.346196	0.0485529	0.977013	0.0877426	1.157966	1	1.15797	1.15797	1	0.322183	0.216974	0.178359	0.282484	0.026056	0.0147958	0.00732352	0.014845	0.0183063	0.0225854
945	1	-5314.041	-5230.833	-83.20839	2.38745	0.402491	0.0900779	1.40738	0.226047	0.130158	0.0275723	0.23956	0.614321	0.501003	0.634302	0.600732	0.0541505	0.186215	0.218054	0.141845	3.15642	0.30181	0.350282	0.14348	0.924872	1.176646	1	1.17665	1.17665	1	0.246001	0.16674	0.16535	0.421909	0.0298829	0.0255535	0.0104726	0.0234216	0.0150385	0.0212028
946	0	-5313.728	-5219.131	-94.59711	2.3614	0.430868	0.0853192	1.60915	0.336602	0.188959	0.00875461	0.234997	1.01178	0.484582	0.437501	0.594445	0.013972	0.485688	0.0651551	0.347286	3.25658	0.134756	0.153447	1.5702	0.0869568	1.131659	1	1.13166	1.13166	1	0.279795	0.205697	0.206151	0.308357	0.023903	0.0161341	0.00821056	0.0161457	0.0203915	0.0239786
947	1	-5313.995	-5224.067	-89.92831	2.16714	0.402491	0.073895	1.446	0.452879	0.115432	0.0156949	0.140439	0.97911	0.523676	0.831197	0.765616	0.0340454	0.281564	0.175132	0.1295	3.21096	0.264264	0.31263	0.239665	0.869075	1.176646	1	1.17665	1.17665	1	0.250086	0.18986	0.15769	0.402363	0.0149067	0.0228489	0.00960618	0.0245123	0.0155191	0.0180006
948	0	-5315.088	-5225.045	-90.04314	2.36116	0.496929	0.0422017	1.99451	0.121935	0.124492	0.0232669	0.14925	0.724825	0.54286	0.71237	0.333592	0.0114177	0.593266	0.0930567	0.569942	3.35172	0.225485	0.0560421	0.859569	0.0479949	1.131659	1	1.13166	1.13166	1	0.279795	0.205697	0.206151	0.308357	0.0207363	0.0194662	0.0130474	0.0210637	0.0247068	0.01687
949	1	-5318.813	-5220.371	-98.44202	2.23321	0.402491	0.047293	1.36833	0.289898	0.173233	0.00867326	0.25359	1.08442	0.570083	0.796591	0.596197	0.0174816	0.433495	0.0355654	0.24382	3.24854	0.421675	0.602679	0.526091	0.929771	1.180663	1	1.18066	1.18066	1	0.26288	0.199573	0.165757	0.371791	0.0205953	0.0177091	0.0116208	0.0169106	0.0151361	0.0216645
950	0	-5317.07	-5229.448	-87.62176	2.10723	0.392135	0.0159899	2.04059	0.0401246	0.113998	0.0132223	0.188091	0.760837	0.607449	0.789334	0.616694	0.00660579	0.579294	0.0208205	0.527188	3.1038	0.176655	0.0940442	0.932414	0.0716359	1.131064	1	1.13106	1.13106	1	0.264567	0.210046	0.21051	0.314877	0.0245703	0.0224804	0.00693319	0.0186535	0.0210022	0.0179054
951	1	-5318.467	-5236.158	-82.30896	2.23321	0.402491	0.140461	1.34896	0.266029	0.189138	0.0179088	0.36647	0.567349	0.36319	0.867627	0.48123	0.0174185	0.368296	0.0290407	0.0568403	3.21818	0.408764	0.462878	0.222723	0.638657	1.180663	1	1.18066	1.18066	1	0.257221	0.195277	0.204204	0.343298	0.0181249	0.0252769	0.00978154	0.0131884	0.0202928	0.0199257
952	0	-5314.517	-5228.038	-86.47924	2.48787	0.486527	0.0224015	1.88376	0.0420473	0.138509	0.0109147	0.182872	0.883707	0.480417	0.713141	0.900766	0.00440409	0.445833	0.0204	0.20726	3.23122	0.128417	0.0829954	0.657774	0.0670193	1.131064	1	1.13106	1.13106	1	0.349399	0.168154	0.199776	0.282671	0.0207961	0.0224821	0.0107181	0.0174502	0.025254	0.0204872
953	1	-5313.466	-5235.933	-77.53315	1.97937	0.402491	0.111771	1.47854	0.265689	0.0852171	0.0373837	0.254454	0.70595	0.692807	0.754573	0.39517	0.069781	0.239872	0.0245294	0.060082	2.67095	0.441895	0.49608	0.0922484	0.939677	1.191605	1	1.19161	1.19161	1	0.302518	0.205392	0.163767	0.328322	0.0154238	0.0142087	0.00980799	0.0181481	0.0147691	0.0238884
954	0	-5324.08	-5228.528	-95.55143	2.31993	0.458292	0.0301797	1.95805	0.0751717	0.0482004	0.0536917	0.142208	1.01215	0.550895	0.644847	0.604332	0.00507711	0.864628	0.0542715	0.544446	2.85047	0.252593	0.0254346	1.25305	0.262768	1.146694	1	1.14669	1.14669	1	0.329315	0.205751	0.176212	0.288723	0.014982	0.0174623	0.00650637	0.0177242	0.0140271	0.0197188
955	1	-5327.364	-5237.492	-89.87205	2.00005	0.36494	0.153583	1.72738	0.488736	0.182376	0.0635012	0.141678	0.934156	0.492859	0.997656	0.386479	0.0638708	0.144376	0.0787303	0.230633	2.67095	0.343039	0.875666	0.108932	0.973449	1.191605	1	1.19161	1.19161	1	0.258673	0.222332	0.130618	0.388376	0.0184542	0.0283153	0.00770758	0.0172581	0.0126518	0.021242
956	0	-5313.778	-5231.362	-82.41519	2.25931	0.383628	0.0304715	1.40053	0.181074	0.0841013	0.0202196	0.0911266	0.890878	0.526659	0.735416	0.402745	0.00520244	0.527586	0.0728079	0.402328	3.54	0.282169	0.0422543	0.722619	0.0782661	1.176157	1	1.17616	1.17616	1	0.292405	0.211171	0.154649	0.341775	0.0181728	0.0230107	0.00743944	0.0211868	0.0146966	0.0206269
957	1	-5319.157	-5237.474	-81.6826	2.31374	0.404125	0.0394976	1.49802	0.177675	0.0606493	0.0131056	0.136326	1.02019	0.499656	0.925072	0.485215	0.0934093	0.183649	0.0710354	0.214372	2.72389	0.429322	0.23276	0.257742	0.8287	1.154871	1	1.15487	1.15487	1	0.236937	0.250219	0.150514	0.362331	0.0200102	0.0294927	0.0109771	0.0129879	0.0139447	0.0178393
958	0	-5315.312	-5232.665	-82.6476	2.53249	0.43648	0.0886053	1.36125	0.10822	0.0929528	0.0170448	0.281819	0.659349	0.502236	0.72395	0.682249	0.00920479	0.38553	0.0876541	0.293573	3.54	0.127954	0.0113211	0.698636	0.0484191	1.176157	1	1.17616	1.17616	1	0.295236	0.212976	0.177747	0.314041	0.0180837	0.0284693	0.0113258	0.0186073	0.0204267	0.0219181
959	1	-5323.734	-5240.568	-83.16566	2.31374	0.404986	0.0494484	1.52	0.369599	0.10392	0.0137654	0.271933	0.873013	0.273672	0.614469	0.420332	0.0512023	0.172021	0.065847	0.0925278	3.53759	0.464019	0.295482	0.200177	0.628978	1.154871	1	1.15487	1.15487	1	0.212277	0.212117	0.12389	0.451717	0.0253007	0.0218601	0.0099248	0.0269392	0.01573	0.025233
960	0	-5309.661	-5234.79	-74.87101	2.10481	0.428028	0.143977	1.5	0.051292	0.124614	0.00349079	0.19998	0.899173	0.629353	0.589116	0.497689	0.00597073	0.474332	0.056083	0.224782	2.97592	0.0728804	0.00479681	0.871797	0.044412	1.188458	1	1.18846	1.18846	1	0.339081	0.200281	0.136517	0.324122	0.0252283	0.0207552	0.0106258	0.0247517	0.0218108	0.0232082
961	1	-5323.643	-5217.364	-106.2789	2.28682	0.423636	0.0951068	1.88648	0.305202	0.19529	0.0050703	0.235113	1.03035	0.613794	0.737733	0.322189	0.261569	0.252854	0.0673609	0.0410147	3.68078	0.562404	0.442508	0.242154	1.38623	1.159089	1	1.15909	1.15909	1	0.212547	0.211116	0.124047	0.452291	0.0185046	0.0205821	0.00764405	0.0216443	0.0121657	0.018402
962	0	-5314.098	-5230.947	-83.15195	2.2478	0.473999	0.144293	1.66761	0.210651	0.143473	0.00701437	0.171915	0.768105	0.470273	0.780502	0.523105	0.00360364	0.33805	0.195113	0.34974	2.98372	0.233226	0.00547923	0.974028	0.0519557	1.188458	1	1.18846	1.18846	1	0.338666	0.194492	0.154915	0.311927	0.0188301	0.0152028	0.0122554	0.0138218	0.0230405	0.0301658
963	1	-5320.258	-5230.173	-90.08532	2.28682	0.504838	0.043319	1.79248	0.0615479	0.101775	0.00292479	0.339385	0.539506	0.529361	0.533903	0.643907	0.0997207	0.0832611	0.0875532	0.0165473	3.28789	0.624646	0.680504	0.158277	1.03716	1.159089	1	1.15909	1.15909	1	0.320075	0.209876	0.140379	0.32967	0.0160009	0.0223542	0.00834139	0.0132109	0.0195507	0.0184666
964	0	-5310.562	-5229.556	-81.006	2.2478	0.455387	0.168738	1.66761	0.177037	0.247714	0.00801131	0.0991523	0.752666	0.529197	0.645992	0.650924	0.000978086	0.384668	0.0771554	0.246355	2.96454	0.317328	0.0103625	0.740306	0.143306	1.188458	1	1.18846	1.18846	1	0.345025	0.17706	0.158589	0.319326	0.0228802	0.0156359	0.0085261	0.0200664	0.022402	0.0176415
965	1	-5311.506	-5232.024	-79.48216	2.02897	0.398553	0.0267706	1.49578	0.180078	0.136067	0.0112357	0.169953	0.730032	0.485891	0.731269	0.426624	0.0300017	0.126721	0.0457395	0.0248008	3.19358	0.439735	0.301146	0.268778	1.13776	1.159089	1	1.15909	1.15909	1	0.303983	0.199324	0.183598	0.313095	0.0181599	0.0145607	0.00755797	0.0180541	0.0183276	0.0267968
966	0	-5310.744	-5235.715	-75.02979	1.93774	0.367623	0.192294	1.56682	0.351163	0.0544091	0.0274592	0.201235	0.616033	0.534933	0.519434	0.532538	0.000590648	0.405184	0.0888657	0.238004	2.82421	0.140831	0.0127258	1.12251	0.201219	1.212981	1	1.21298	1.21298	1	0.335988	0.178291	0.174758	0.310963	0.0193398	0.015443	0.0119535	0.0190758	0.0176844	0.0229906
967	1	-5318.643	-5239.414	-79.22937	2.18177	0.431542	0.105438	1.80032	0.164537	0.164249	0.00620148	0.164816	0.568264	0.5978	0.663237	0.406058	0.019007	0.129561	0.0796976	0.0210863	2.88517	0.361241	0.29562	0.217717	1.10156	1.159089	1	1.15909	1.15909	1	0.198265	0.229599	0.211485	0.360651	0.0252698	0.023172	0.0120286	0.0128178	0.00961193	0.0198585
968	0	-5315.319	-5230.305	-85.0147	2.23723	0.392233	0.242871	1.30431	0.430067	0.0563562	0.0254761	0.261643	0.89008	0.537301	1.05687	0.68951	0.000928061	0.216742	0.119775	0.261742	2.83835	0.293128	0.0215301	0.951183	0.107842	1.188503	1	1.1885	1.1885	1	0.333972	0.177221	0.152429	0.336378	0.0205508	0.01721	0.0123688	0.0186723	0.0198815	0.0194001
969	1	-5323.195	-5221.008	-102.1872	2.17858	0.480581	0.200391	1.70888	0.262711	0.154002	0.00303268	0.411603	0.939686	0.591719	0.510745	0.823829	0.0109913	0.359296	0.0590781	0.0606556	4.06217	0.356975	0.334779	0.162743	1.00044	1.159089	1	1.15909	1.15909	1	0.303673	0.209517	0.197221	0.289589	0.0232554	0.0138145	0.00858295	0.0104585	0.0206842	0.0137592
970	0	-5307.792	-5229.315	-78.47674	2.17592	0.416664	0.0794343	1.62601	0.388907	0.0965818	0.0957531	0.185309	0.648914	0.554085	0.563729	0.442208	0.00125613	0.419594	0.0996278	0.31166	2.93943	0.20622	0.0108767	0.903913	0.109073	1.181431	1	1.18143	1.18143	1	0.335382	0.177969	0.153073	0.333577	0.0180493	0.0228904	0.00883879	0.0208298	0.0228217	0.0215635
971	1	-5315.012	-5240.09	-74.92223	2.34396	0.458376	0.104772	1.4528	0.169287	0.114373	0.00387546	0.216628	0.453223	0.32308	0.954236	0.376106	0.00679407	0.164451	0.019475	0.138372	2.85131	0.405567	0.324268	0.19569	0.838472	1.159089	1	1.15909	1.15909	1	0.264334	0.216543	0.189111	0.330012	0.0174289	0.0288751	0.0102184	0.0174336	0.0243802	0.0234811
972	0	-5314.622	-5226.553	-88.06829	2.04815	0.416664	0.0873532	1.92117	0.212765	0.108179	0.0747438	0.25741	0.82984	0.671719	0.783865	0.604437	0.00244231	0.26574	0.117749	0.409769	3.22652	0.210111	0.00508163	0.943352	0.0472312	1.176705	1	1.1767	1.1767	1	0.287317	0.221878	0.153791	0.337015	0.0257342	0.0189823	0.00820699	0.0146687	0.0186227	0.0192795
973	1	-5310.735	-5221.368	-89.36665	2.21385	0.425442	0.0640547	1.4528	0.119083	0.182365	0.00236228	0.173174	0.933604	0.483253	0.981061	0.649813	0.0675924	0.311761	0.0402316	0.238564	3.37033	0.479751	0.215877	0.108069	0.870908	1.159089	1	1.15909	1.15909	1	0.273321	0.206246	0.19481	0.325622	0.0204412	0.0212803	0.00916477	0.012738	0.0194332	0.0143838
974	0	-5316.862	-5223.237	-93.62559	2.15371	0.417933	0.178991	1.56695	0.390658	0.284247	0.0218668	0.111367	1.10255	0.471257	0.807604	0.538234	0.00396853	0.440738	0.259635	0.507779	3.02229	0.44249	0.00326318	1.01437	0.0617572	1.176705	1	1.1767	1.1767	1	0.317397	0.140414	0.169891	0.372298	0.020727	0.0190383	0.00715395	0.0151457	0.0196809	0.0221082
975	1	-5319.554	-5242.546	-77.00716	2.00799	0.374165	0.0552031	1.78565	0.0565716	0.128231	0.00568486	0.192901	0.483416	0.770742	0.67236	0.424975	0.06007	0.0789253	0.12133	0.143408	2.97684	0.320356	0.286419	0.145206	1.03389	1.1885	1	1.1885	1.1885	1	0.32559	0.238191	0.160692	0.275526	0.0206204	0.0290201	0.0101768	0.0196636	0.0204515	0.0182199
976	0	-5318.875	-5224.587	-94.28789	2.3865	0.463836	0.416207	1.72582	0.241208	0.178094	0.0567754	0.22898	1.08927	0.521895	0.798289	0.423512	0.0202948	0.324795	0.193042	0.284292	3.06542	0.312915	0.00142377	1.05992	0.0795861	1.15982	1	1.15982	1.15982	1	0.383085	0.124048	0.163965	0.328903	0.0172712	0.013252	0.00589992	0.0192454	0.0225156	0.023186
977	1	-5321.884	-5235.716	-86.16827	2.54293	0.476687	0.0357036	1.78565	0.0716121	0.14284	0.00503703	0.206286	0.745833	0.347916	0.628395	0.524709	0.0566367	0.2197	0.0712092	0.115339	3.08661	0.393168	0.393219	0.149063	1.04086	1.160281	1	1.16028	1.16028	1	0.246712	0.190174	0.178806	0.384307	0.0154753	0.0331393	0.00801167	0.0222908	0.0197593	0.0233403
978	0	-5315.072	-5239.965	-75.10607	2.30147	0.386151	0.207125	1.4789	0.193328	0.162754	0.0196011	0.276869	0.442041	0.508431	0.490426	0.551431	0.0272326	0.193384	0.164354	0.202262	3.25444	0.120347	0.00478234	0.888521	0.0630038	1.197081	1	1.19708	1.19708	1	0.367964	0.204482	0.157493	0.270061	0.0210138	0.0193404	0.00777916	0.0175315	0.0204249	0.0285736
979	1	-5322.766	-5224.849	-97.91652	2.16394	0.350145	0.0424564	2.18774	0.202339	0.116123	0.0066802	0.367691	0.888663	0.81494	0.684149	0.611514	0.0670903	0.259551	0.10149	0.205075	3.08661	0.319431	0.388328	0.102755	1.25637	1.192163	1	1.19216	1.19216	1	0.262462	0.178317	0.11081	0.448411	0.0192828	0.0292622	0.00753123	0.0218379	0.0154947	0.0165771
980	0	-5324.506	-5247.145	-77.36116	1.86637	0.371474	0.113825	1.25575	0.198167	0.20897	0.0589692	0.292089	0.969162	0.34949	0.96367	0.290749	0.0292448	0.291832	0.286642	0.536891	2.87618	0.212896	0.00163943	0.813287	0.170194	1.210446	1	1.21045	1.21045	1	0.341107	0.177703	0.18239	0.298801	0.0247474	0.0220244	0.0104794	0.0183308	0.0267637	0.0158556
981	1	-5316.828	-5228.179	-88.64868	2.02592	0.402315	0.054737	1.38526	0.681571	0.158967	0.0124784	0.226273	0.641632	0.661468	0.879641	0.671055	0.0178024	0.128144	0.0881736	0.221727	3.36663	0.263974	0.262134	0.0973219	1.03808	1.1679	1	1.1679	1.1679	1	0.231998	0.196726	0.174912	0.396364	0.0222046	0.0348718	0.0102521	0.0226405	0.0145709	0.0188691
982	0	-5317.543	-5248.221	-69.32255	1.99234	0.319999	0.176394	1.12858	0.423454	0.196353	0.0586051	0.150558	0.695618	0.465554	0.785355	0.273903	0.171857	0.321083	0.140264	0.225589	2.82558	0.169447	0.000590247	0.73554	0.106177	1.210446	1	1.21045	1.21045	1	0.278835	0.200553	0.154523	0.36609	0.0196951	0.0241426	0.00750472	0.0160998	0.0172161	0.0243319
983	1	-5313.529	-5235.962	-77.56653	1.87861	0.439498	0.0546625	1.56604	0.46326	0.277679	0.00911647	0.255823	0.700697	0.391745	0.597333	0.576202	0.0254989	0.209691	0.0388371	0.0422831	3.2041	0.242939	0.385229	0.139658	0.693077	1.1679	1	1.1679	1.1679	1	0.269292	0.222772	0.20303	0.304906	0.0221668	0.0150046	0.0121537	0.0192491	0.0209475	0.01898
984	0	-5315.283	-5234.849	-80.43355	1.98285	0.36277	0.125552	1.72658	0.199033	0.18131	0.129068	0.139742	0.639722	0.412824	0.706922	0.604653	0.0713582	0.293396	0.0969081	0.315569	3.23151	0.197924	0.000639545	0.765658	0.286073	1.181538	1	1.18154	1.18154	1	0.231036	0.225071	0.175584	0.36831	0.0279965	0.0219025	0.00991545	0.0191598	0.0170035	0.0197834
985	1	-5311.989	-5228.921	-83.06765	2.215	0.412659	0.0488224	1.5743	0.379631	0.0930688	0.00238246	0.188515	0.558055	0.600542	0.405599	0.76112	0.0447781	0.190149	0.0139724	0.0401464	3.45061	0.190616	0.259798	0.14637	1.15972	1.178181	1	1.17818	1.17818	1	0.380635	0.226828	0.135895	0.256642	0.0146724	0.0199002	0.011392	0.0198223	0.0194761	0.0284475
986	0	-5318.753	-5240.194	-78.55885	2.42589	0.373475	0.0729393	1.79187	0.277566	0.298746	0.0557435	0.126096	0.550795	0.376744	0.6667	0.412918	0.0327754	0.379157	0.122511	0.279047	2.78101	0.213947	0.001172	0.975123	0.058413	1.181538	1	1.18154	1.18154	1	0.263858	0.181814	0.164412	0.389916	0.024477	0.0320525	0.0113437	0.016937	0.0201665	0.0207481
987	1	-5321.412	-5238.045	-83.36668	2.38157	0.389403	0.222173	1.4258	0.415867	0.0662161	0.00280449	0.110288	0.751956	0.424347	0.514613	0.591206	0.0527933	0.202904	0.0152871	0.0402989	3.08063	0.311035	0.120989	0.134967	1.50571	1.178181	1	1.17818	1.17818	1	0.350911	0.183916	0.153983	0.31119	0.0173688	0.0192808	0.0156045	0.0278065	0.0216002	0.0169615
988	0	-5310.869	-5234.924	-75.94556	2.02028	0.454233	0.0537528	1.3541	0.307761	0.232554	0.0238082	0.162758	0.692614	0.471318	0.705425	0.421723	0.0605207	0.479645	0.0863656	0.345054	2.87967	0.160808	0.0108107	0.853373	0.249921	1.210578	1	1.21058	1.21058	1	0.279183	0.192373	0.17396	0.354484	0.0217321	0.0235272	0.0132919	0.0150166	0.0152876	0.0187778
989	1	-5314.434	-5233.374	-81.05944	2.13633	0.390054	0.235643	1.27784	0.470696	0.0555247	0.00422587	0.112999	0.888985	0.480006	0.892007	0.557501	0.0467368	0.308326	0.0174687	0.0268272	3.09193	0.294894	0.231694	0.186357	0.84093	1.172678	1	1.17268	1.17268	1	0.223564	0.221341	0.20761	0.347484	0.0228288	0.0248423	0.00695835	0.0134342	0.0159849	0.0182846
990	0	-5318.995	-5244.173	-74.82281	1.84795	0.323204	0.0537905	1.56316	0.199019	0.222045	0.0131221	0.459505	0.614417	0.483923	0.575597	0.553204	0.0577451	0.392911	0.0657484	0.239039	2.75034	0.18118	0.00892258	0.993154	0.307536	1.235364	1	1.23536	1.23536	1	0.310147	0.194671	0.158377	0.336805	0.0151973	0.021803	0.0129898	0.0186919	0.0233559	0.0218149
991	1	-5317.54	-5239.958	-77.58284	2.28663	0.415497	0.169982	1.60899	0.147344	0.016739	0.00542823	0.142618	0.717584	0.708039	0.675305	0.402041	0.0825754	0.191535	0.0391062	0.00531054	2.90898	0.301101	0.343071	0.182304	0.830678	1.178219	1	1.17822	1.17822	1	0.211399	0.204411	0.255614	0.328576	0.0282052	0.0251518	0.00644812	0.0169894	0.0213097	0.0221246
992	0	-5312.107	-5238.697	-73.4098	1.80383	0.349979	0.0359966	1.2208	0.158366	0.146527	0.0206487	0.314659	0.709301	0.545359	0.63772	0.593071	0.119593	0.447937	0.0972398	0.349416	2.95512	0.100093	0.0122228	1.02381	0.126457	1.232862	1	1.23286	1.23286	1	0.273919	0.200422	0.1481	0.377559	0.019463	0.0255309	0.00912623	0.0163322	0.0163217	0.0234012
993	1	-5316.074	-5229.453	-86.62084	2.3776	0.417139	0.105957	1.64222	0.295837	0.0361765	0.00371443	0.219433	0.736498	0.57675	0.84479	0.553571	0.0883885	0.14239	0.0543629	0.0373364	3.05626	0.596254	0.186009	0.355363	0.770317	1.157557	1	1.15756	1.15756	1	0.244037	0.232219	0.144439	0.379305	0.0182334	0.0238013	0.0111278	0.0165566	0.018607	0.0222661
